movieId,tt0imdbId,tmdbId
3011,tt0065088,28145
3013,tt0099180,18111
3014,tt0082121,31361
3015,tt0077355,11223
3016,tt0083767,16281
3017,tt0092796,16288
3018,tt0089885,1694
3019,tt0097240,476
3020,tt0106856,37094
3021,tt0082427,13555
3022,tt0017925,961
3024,tt0078087,24831
3028,tt0061407,25560
3029,tt0082817,21610
3030,tt0055630,11878
3031,tt0100475,11510
3032,tt0067525,11234
3033,tt0094012,957
3034,tt0070608,11886
3035,tt0048380,37853
3036,tt0082484,62204
3037,tt0065988,11040
3038,tt0050371,21849
3039,tt0086465,1621
3040,tt0079540,14035
3041,tt0087700,40771
3042,tt0093516,40772
3043,tt0104837,40773
3044,tt0101669,11498
3045,tt0105130,11790
3046,tt0113416,29371
3048,tt0083254,47941
3051,tt0149691,21349
3052,tt0120655,1832
3053,tt0151137,10047
3054,tt0190641,10228
3055,tt0165773,47692
3056,tt0160620,18561
3057,tt0118150,144953
3060,tt0101605,11663
3061,tt0034862,13485
3062,tt0056197,9289
3063,tt0105156,9264
3064,tt0119908,18222
3066,tt0066473,11165
3067,tt0095675,4203
3068,tt0084855,24226
3070,tt0086856,11379
3071,tt0094027,29154
3072,tt0093565,2039
3073,tt0059674,77915
3074,tt0068762,11943
3075,tt0059646,11481
3076,tt0057187,2690
3077,tt0164312,20565
3078,tt0165859,27141
3079,tt0178737,10399
3081,tt0162661,2668
3082,tt0143145,36643
3083,tt0185125,99
3086,tt0024852,25898
3087,tt0096061,9647
3088,tt0042546,11787
3089,tt0040522,5156
3090,tt0093509,24276
3091,tt0080979,11953
3093,tt0067411,29005
3094,tt0093512,26371
3095,tt0032551,596
3096,tt0050738,52470
3097,tt0033045,20334
3098,tt0087781,11393
3099,tt0073692,31121
3100,tt0105265,293
3101,tt0093010,10998
3102,tt0089360,12235
3103,tt0100680,36094
3104,tt0095631,9013
3105,tt0099077,11005
3106,tt0099291,59820
3107,tt0101393,2924
3108,tt0101889,177
3109,tt0088007,38557
3111,tt0087921,13681
3112,tt0090556,34760
3113,tt0146675,9946
3114,tt0120363,863
3115,tt0155711,31582
3117,tt0134154,22267
3120,tt0104114,10411
3125,tt0172396,20024
3127,tt0144715,13787
3129,tt0158371,9684
3130,tt0099165,9586
3132,tt0010040,70801
3134,tt0028950,777
3135,tt0079239,21887
3138,tt0096171,32331
3141,tt0100828,32669
3142,tt0096328,18161
3143,tt0063056,31681
3145,tt0150216,32274
3146,tt0205000,10402
3147,tt0120689,497
3148,tt0124315,1715
3150,tt0141974,42739
3152,tt0067328,25188
3153,tt0051337,15515
3155,tt0166485,1439
3156,tt0182789,2277
3157,tt0164912,10137
3158,tt0162866,10387
3159,tt0120910,49948
3160,tt0175880,334
3161,tt0119079,30237
3162,tt0174204,50116
3163,tt0151568,46435
3165,tt0106455,22213
3167,tt0066892,36492
3168,tt0064276,624
3169,tt0087231,26578
3171,tt0053226,43103
3173,tt0146838,9563
3174,tt0125664,1850
3175,tt0177789,926
3176,tt0134119,1213
3177,tt0195945,10471
3178,tt0174856,10400
3179,tt0145653,10397
3181,tt0120866,12524
3182,tt0192335,28216
3183,tt0174268,36773
3185,tt0120834,10219
3186,tt0172493,3558
3189,tt0156812,17908
3190,tt0134983,10384
3192,tt0169302,48233
3194,tt0070903,10236
3196,tt0046359,632
3197,tt0095897,11851
3198,tt0070511,5924
3200,tt0070290,14886
3201,tt0065724,26617
3203,tt0097162,10493
3204,tt0077269,16241
3206,tt0086859,22160
3208,tt0107659,9644
3210,tt0083929,13342
3211,tt0094924,35119
3213,tt0106364,14919
3214,tt0088707,14040
3217,tt0029606,22692
3219,tt0100318,2990
3221,tt0083851,10831
3223,tt0090366,33078
3224,tt0058625,16672
3225,tt0186975,10472
3230,tt0071935,21489
3235,tt0081748,13005
3238,tt0120662,18681
3240,tt0156639,20468
3241,tt0201840,14521
3243,tt0104187,10406
3244,tt0076095,14741
3246,tt0104797,1883
3247,tt0105417,2005
3248,tt0108147,6279
3249,tt0104389,11087
3250,tt0106246,7305
3251,tt0088683,24735
3252,tt0105323,9475
3253,tt0105793,8872
3254,tt0108525,8873
3255,tt0104694,11287
3256,tt0105112,9869
3257,tt0103855,619
3258,tt0104070,9374
3259,tt0104231,11259
3260,tt0104454,8293
3261,tt0105415,11068
3262,tt0105665,1923
3263,tt0105812,10158
3264,tt0103893,10206
3265,tt0104684,11782
3266,tt0103905,10086
3267,tt0104815,9367
3268,tt0105477,9876
3269,tt0104291,10326
3270,tt0104040,16562
3271,tt0105046,9609
3272,tt0103759,12143
3273,tt0134084,4234
3274,tt0105414,9605
3275,tt0144117,8374
3276,tt0171356,29076
3280,tt0069754,28156
3281,tt0144801,113096
3283,tt0067433,24349
3284,tt0067848,27841
3285,tt0163978,1907
3286,tt0184907,15489
3287,tt0220099,15655
3289,tt0209189,36210
3294,tt0074455,30062
3295,tt0107920,62463
3296,tt0062376,25934
3298,tt0181984,14181
3299,tt0162983,10385
3300,tt0134847,2787
3301,tt0190138,2069
3302,tt0159272,61416
3303,tt0221023,79515
3306,tt0018773,28978
3307,tt0021749,901
3308,tt0087265,25010
3310,tt0012349,10098
3313,tt0084395,33374
3315,tt0043618,127602
3316,tt0184858,2155
3317,tt0185014,11004
3323,tt0194368,20682
3324,tt0186045,25166
3325,tt0156841,1831
3326,tt0181151,10416
3327,tt0218043,14271
3328,tt0165798,4816
3329,tt0094347,19958
3330,tt0055471,28569
3331,tt0085980,2193
3334,tt0040506,11016
3338,tt0097372,20423
3341,tt0042276,24481
3342,tt0086969,11296
3344,tt0056875,28172
3345,tt0062793,57855
3347,tt0086005,14280
3350,tt0055353,29478
3353,tt0218112,73642
3354,tt0183523,2067
3355,tt0142688,622
3357,tt0181530,28463
3358,tt0101698,12186
3359,tt0078902,20283
3360,tt0091217,5693
3361,tt0094812,287
3362,tt0072890,968
3363,tt0069704,838
3364,tt0042208,16958
3365,tt0049730,3114
3368,tt0051411,12501
3370,tt0094731,31618
3372,tt0064110,15873
3374,tt0104057,68427
3378,tt0118043,48213
3379,tt0053137,35412
3384,tt0072251,8333
3385,tt0090274,19259
3386,tt0102138,820
3387,tt0098645,11718
3388,tt0093148,8989
3389,tt0091400,32031
3390,tt0091934,58048
3391,tt0094321,26827
3392,tt0098309,11157
3393,tt0092834,28370
3394,tt0092666,918
3395,tt0093596,61178
3396,tt0079588,11176
3397,tt0082474,14900
3398,tt0087755,11899
3400,tt0108526,18890
3401,tt0088760,19736
3402,tt0090219,123047
3403,tt0081400,24575
3404,tt0046435,16535
3405,tt0051994,10971
3406,tt0043379,23928
3408,tt0195685,462
3409,tt0195714,9532
3410,tt0180181,117259
3412,tt0095800,2383
3414,tt0048316,53879
3415,tt0072443,1396
3417,tt0044517,11570
3418,tt0103074,1541
3420,tt0078718,17443
3421,tt0077975,8469
3422,tt0091939,27995
3423,tt0096054,36739
3424,tt0097216,925
3425,tt0100168,41823
3426,tt0102175,1713
3428,tt0078950,30547
3429,tt0099317,54825
3430,tt0071402,13939
3431,tt0082250,14373
3432,tt0089003,24873
3433,tt0092857,26263
3434,tt0109578,34746
3435,tt0036775,996
3436,tt0101787,9079
3438,tt0100758,1498
3439,tt0103060,1497
3440,tt0108308,1499
3441,tt0087985,1880
3442,tt0090693,33762
3444,tt0092675,11690
3445,tt0077530,29143
3446,tt0113133,35292
3447,tt0028944,36652
3448,tt0093105,801
3449,tt0095238,104301
3450,tt0107050,11520
3451,tt0061735,1879
3452,tt0165929,2085
3453,tt0195778,13539
3454,tt0202402,16222
3455,tt0146516,109479
3456,tt0191043,17078
3459,tt0091142,33516
3461,tt0057261,9960
3462,tt0027977,3082
3466,tt0107091,12187
3467,tt0057163,24748
3468,tt0054997,990
3469,tt0053946,1908
3470,tt0071411,9764
3471,tt0075860,840
3473,tt0074718,42237
3474,tt0117468,26689
3475,tt0043924,25673
3476,tt0099871,2291
3477,tt0112950,13531
3478,tt0093378,16620
3479,tt0089457,526
3480,tt0091445,13346
3481,tt0146882,243
3483,tt0138749,10501
3484,tt0192614,11478
3489,tt0102057,879
3492,tt0017416,85689
3494,tt0065126,17529
3496,tt0095564,118098
3497,tt0085919,1793
3498,tt0077928,11327
3499,tt0100157,1700
3500,tt0104928,54087
3501,tt0089643,34322
3502,tt0107630,41659
3503,tt0069293,593
3504,tt0074958,10774
3505,tt0093640,10083
3506,tt0079640,29786
3507,tt0063374,11356
3508,tt0075029,10747
3510,tt0186151,10559
3511,tt0217756,20697
3512,tt0122459,2621
3513,tt0160797,10479
3514,tt0172632,125709
3515,tt0183503,49721
3516,tt0051406,2006
3519,tt0077572,17339
3521,tt0097940,11305
3524,tt0082031,13665
3525,tt0086927,12309
3526,tt0098067,1552
3527,tt0093773,106
3528,tt0102713,10333
3529,tt0082934,11027
3531,tt0099014,123757
3534,tt0191754,10468
3535,tt0144084,1359
3536,tt0171433,4967
3537,tt0149367,31776
3538,tt0166175,10557
3539,tt0236216,27745
3543,tt0083833,13776
3544,tt0102898,26291
3545,tt0068327,10784
3546,tt0056687,10242
3548,tt0051383,16347
3549,tt0048140,4825
3550,tt0085701,11654
3551,tt0074860,10518
3552,tt0080487,11977
3553,tt0176783,18041
3554,tt0199725,14736
3555,tt0141926,3536
3556,tt0159097,1443
3557,tt0104549,10424
3559,tt0044837,28971
3563,tt0132910,9456
3564,tt0158622,889
3565,tt0198021,10564
3566,tt0189584,15723
3567,tt0180837,19600
3568,tt0162348,125537
3569,tt0154421,452
3571,tt0220100,36234
3572,tt0106521,39283
3573,tt0112634,65460
3574,tt0115834,55667
3576,tt0093185,12476
3577,tt0096324,5241
3578,tt0172495,98
3580,tt0153464,47724
3581,tt0188674,11129
3584,tt0085276,1058
3586,tt0080913,42159
3587,tt0080923,16395
3590,tt0071772,38925
3591,tt0085970,13105
3592,tt0084315,22501
3593,tt0185183,5491
3594,tt0210616,10560
3596,tt0156323,19419
3597,tt0174336,23531
3598,tt0171359,10688
3599,tt0037514,17889
3604,tt0056048,39391
3606,tt0041716,31516
3608,tt0089791,5683
3609,tt0181786,113279
3614,tt0104438,12518
3615,tt0130623,10567
3616,tt0217630,10642
3617,tt0215129,9285
3618,tt0196216,10569
3619,tt0080881,21879
3622,tt0066495,24918
3623,tt0120755,955
3624,tt0184894,8584
3625,tt0207998,47295
3626,tt0154443,11332
3627,tt0055830,16093
3628,tt0034742,29372
3629,tt0015864,962
3632,tt0039631,30588
3633,tt0064757,668
3634,tt0058576,23518
3635,tt0076752,691
3637,tt0089960,44018
3638,tt0079574,698
3639,tt0071807,682
3640,tt0050598,28973
3641,tt0014624,28974
3643,tt0036824,22994
3646,tt0208003,9600
3648,tt0050095,38006
3649,tt0080365,2768
3652,tt0081318,24920
3653,tt0060371,21
3654,tt0054953,10911
3655,tt0070130,10102
3658,tt0062168,26912
3660,tt0098143,26953
3661,tt0100438,26954
3662,tt0102728,26956
3663,tt0107899,26957
3664,tt0110916,26958
3667,tt0095977,80287
3668,tt0063518,6003
3669,tt0105466,23939
3671,tt0071230,11072
3672,tt0071206,23069
3673,tt0092638,21299
3674,tt0076044,38802
3675,tt0047673,13368
3676,tt0074486,985
3677,tt0103767,14002
3678,tt0048347,541
3679,tt0082252,21137
3680,tt0094980,36724
3681,tt0059578,938
3682,tt0070355,10648
3683,tt0086979,11368
3684,tt0097322,10875
3685,tt0089841,2075
3686,tt0099582,1551
3687,tt0095525,22500
3688,tt0084522,10246
3689,tt0086129,19698
3690,tt0089826,23919
3691,tt0086143,18835
3692,tt0090849,26554
3693,tt0090190,15239
3694,tt0098503,28165
3695,tt0098502,28169
3696,tt0091630,15762
3697,tt0100403,169
3698,tt0093894,865
3699,tt0088172,9663
3700,tt0087004,26889
3701,tt0094631,10128
3702,tt0079501,9659
3703,tt0082694,8810
3704,tt0089530,9355
3705,tt0099141,1727
3706,tt0092563,635
3707,tt0091635,10068
3708,tt0087262,11495
3709,tt0105428,11428
3710,tt0094612,10117
3711,tt0105316,35936
3712,tt0102951,25562
3713,tt0100046,51763
3714,tt0094882,73079
3715,tt0092710,38921
3716,tt0093011,35463
3717,tt0187078,9679
3719,tt0182295,51333
3720,tt0145503,17771
3723,tt0099726,10264
3724,tt0077362,31657
3725,tt0082009,29204
3726,tt0074156,17814
3727,tt0093605,11879
3728,tt0102592,21128
3729,tt0067741,482
3730,tt0071360,592
3731,tt0082220,31593
3732,tt0077588,12611
3733,tt0070509,14328
3735,tt0070666,9040
3736,tt0043338,25364
3737,tt0056195,43002
3738,tt0072226,5121
3739,tt0023622,195
3740,tt0090728,6978
3741,tt0069762,3133
3742,tt0015648,643
3743,tt0204175,10571
3744,tt0162650,479
3745,tt0120913,7450
3746,tt0188030,31023
3747,tt0186253,25636
3751,tt0120630,7443
3752,tt0183505,2123
3753,tt0187393,2024
3754,tt0131704,17711
3755,tt0177971,2133
3756,tt0200669,29946
3758,tt0097100,28774
3760,tt0076257,11598
3761,tt0106469,9702
3763,tt0089118,9873
3764,tt0101846,16820
3765,tt0099797,14864
3766,tt0087727,15379
3767,tt0089604,12764
3768,tt0094792,27352
3769,tt0072288,8348
3770,tt0087175,24099
3771,tt0071569,17897
3773,tt0099800,16094
3774,tt0102065,16096
3783,tt0159382,12706
3784,tt0219854,4244
3785,tt0175142,4247
3786,tt0179116,20770
3787,tt0215369,1050
3788,tt0060176,1052
3789,tt0059575,20540
3790,tt0212974,23655
3791,tt0087277,1788
3792,tt0038499,32275
3793,tt0120903,36657
3794,tt0200530,44490
3795,tt0168794,47585
3797,tt0163676,36047
3798,tt0161081,2655
3799,tt0210234,12599
3801,tt0052561,93
3802,tt0104299,9278
3806,tt0064615,18118
3807,tt0076716,11940
3808,tt0054749,24167
3809,tt0103241,10276
3810,tt0105813,19380
3811,tt0080310,13783
3812,tt0068555,11624
3813,tt0077742,15867
3814,tt0073312,11686
3816,tt0089276,29263
3819,tt0092048,11830
3821,tt0144528,12107
3822,tt0144201,10401
3823,tt0171865,32640
3824,tt0174480,10641
3825,tt0200550,6282
3826,tt0164052,9383
3827,tt0186566,5551
3830,tt0206226,27723
3831,tt0195234,2360
3832,tt0057603,28043
3833,tt0052646,33468
3834,tt0080472,21866
3835,tt0106627,33408
3836,tt0065938,11589
3837,tt0095863,15158
3838,tt0110823,16139
3839,tt0138703,16146
3840,tt0095925,26515
3841,tt0099005,11856
3843,tt0086320,13567
3844,tt0098384,10860
3845,tt0049189,8420
3846,tt0085470,18391
3847,tt0071650,20850
3849,tt0038975,27452
3851,tt0251739,38548
3852,tt0234853,20438
3855,tt0204709,46991
3857,tt0163983,10391
3858,tt0173716,14195
3859,tt0233687,15665
3861,tt0191397,10393
3862,tt0199314,18168
3863,tt0209958,8843
3864,tt0188640,10643
3865,tt0236388,23618
3868,tt0095705,37136
3869,tt0102510,37137
3870,tt0032881,23283
3871,tt0046303,3110
3872,tt0053318,14698
3873,tt0059017,11694
3877,tt0088206,9651
3879,tt0160009,11398
3882,tt0204946,1588
3884,tt0198386,19150
3888,tt0209322,41282
3889,tt0144964,12211
3893,tt0171580,10480
3894,tt0190798,80713
3895,tt0204626,10685
3896,tt0202677,1619
3897,tt0181875,786
3898,tt0211938,14805
3899,tt0191037,51179
3900,tt0197384,46119
3901,tt0134630,18074
3906,tt0164212,10562
3908,tt0192731,12212
3909,tt0206420,14629
3910,tt0168629,16
3911,tt0218839,13785
3912,tt0210567,34299
3914,tt0222850,22597
3915,tt0210075,19348
3916,tt0210945,10637
3917,tt0093177,9003
3918,tt0095294,9064
3919,tt0104409,11569
3920,tt0107209,10434
3922,tt0057887,39113
3925,tt0088184,469
3926,tt0055608,2160
3927,tt0060397,2161
3928,tt0040068,3073
3929,tt0032234,911
3930,tt0046876,10973
3932,tt0024184,10787
3933,tt0052969,43109
3937,tt0088024,9507
3938,tt0084695,27475
3939,tt0093996,27764
3940,tt0100639,27767
3941,tt0091990,40760
3942,tt0100663,40446
3943,tt0215545,24664
3945,tt0259974,20455
3946,tt0208988,10461
3947,tt0067128,1485
3948,tt0212338,1597
3949,tt0180093,641
3950,tt0170691,10687
3951,tt0202641,63956
3952,tt0208874,6521
3953,tt0205271,10763
3955,tt0213790,16888
3957,tt0066832,21142
3958,tt0075754,78140
3959,tt0054387,2134
3962,tt0093091,28605
3963,tt0058708,42797
3964,tt0041094,13465
3965,tt0038988,27033
3966,tt0037638,20367
3967,tt0249462,71
3968,tt0230030,1636
3969,tt0223897,10647
3971,tt0081376,13762
3972,tt0111512,12207
3973,tt0229260,11531
3974,tt0192255,24100
3977,tt0160127,4327
3978,tt0146984,4958
3979,tt0185431,9678
3980,tt0203019,11978
3981,tt0199753,8870
3983,tt0203230,14295
3984,tt0066995,681
3985,tt0074452,11372
3986,tt0216216,8452
3987,tt0186894,10862
3988,tt0170016,8871
3989,tt0230591,34045
3990,tt0213203,16340
3991,tt0211181,10481
3992,tt0213847,10867
3993,tt0180073,10876
3994,tt0217869,9741
3996,tt0190332,146
3997,tt0190374,11849
3998,tt0228750,11983
3999,tt0190865,11678
4000,tt0086993,2669
4002,tt0093748,2609
4003,tt0096094,12714
4005,tt0093428,708
4006,tt0092106,1857
4007,tt0094291,10673
4008,tt0096969,2604
4009,tt0096219,10132
4010,tt0088850,11064
4011,tt0208092,107
4012,tt0095927,40820
4014,tt0241303,392
4015,tt0242423,8859
4016,tt0120917,11688
4017,tt0183659,12509
4018,tt0207201,3981
4019,tt0181536,711
4020,tt0219699,2046
4021,tt0247196,5001
4022,tt0162222,8358
4023,tt0218967,5994
4024,tt0200720,25520
4025,tt0212346,1493
4027,tt0190590,134
4029,tt0120202,21991
4030,tt0219653,10577
4031,tt0149624,21355
4032,tt0218182,29122
4033,tt0146309,11973
4034,tt0181865,1900
4035,tt0218378,44853
4036,tt0189998,10873
4037,tt0093223,26719
4039,tt0083564,15739
4040,tt0101757,15413
4041,tt0084434,2623
4042,tt0053580,11209
4043,tt0090670,13715
4046,tt0049233,43258
4047,tt0107007,10655
4051,tt0056600,
4052,tt0218817,9989
4053,tt0238948,18828
4054,tt0206275,9816
4055,tt0194218,20637
4056,tt0237572,5955
4061,tt0102388,17474
4062,tt0095690,11191
4063,tt0105165,2613
4064,tt0069897,22021
4065,tt0071517,22048
4066,tt0095348,17006
4067,tt0108451,26333
4068,tt0186589,16723
4069,tt0209475,2018
4074,tt0234805,10499
4077,tt0216800,47943
4078,tt0092545,74340
4079,tt0092546,5709
4080,tt0092605,11215
4081,tt0092608,26477
4082,tt0092618,10937
4083,tt0092641,4639
4084,tt0092644,96
4085,tt0086960,90
4086,tt0092654,11028
4089,tt0092690,19324
4090,tt0092695,19933
4091,tt0092718,12919
4092,tt0092746,15785
4093,tt0092783,31701
4102,tt0092948,17159
4103,tt0092965,10110
4104,tt0092974,18935
4105,tt0083907,764
4109,tt0093036,15658
4110,tt0093044,4918
4111,tt0093073,28368
4113,tt0093093,52780
4115,tt0093186,26156
4116,tt0093200,34101
4117,tt0093209,32054
4121,tt0093260,2614
4123,tt0093278,12704
4124,tt0093300,580
4125,tt0093405,24828
4126,tt0093407,13703
4127,tt0093418,36914
4128,tt0093437,1547
4129,tt0093467,42010
4130,tt0093476,2608
4131,tt0093477,32058
4132,tt0093493,10019
4133,tt0093507,11649
4135,tt0093560,13509
4138,tt0093589,51521
4139,tt0093638,34379
4141,tt0192111,24940
4142,tt0190524,37302
4143,tt0242998,10984
4144,tt0118694,843
4146,tt0120753,318
4147,tt0250478,12806
4148,tt0212985,9740
4149,tt0239948,10878
4152,tt0190861,7093
4153,tt0231775,16300
4154,tt0265632,19405
4155,tt0230838,1921
4156,tt0177650,44412
4157,tt0249893,21620
4158,tt0166276,23685
4159,tt0233142,12138
4160,tt0191636,48217
4161,tt0236493,6073
4164,tt0182000,25208
4166,tt0251031,19513
4167,tt0179626,2749
4168,tt0192071,10050
4171,tt0236447,95682
4174,tt0099073,2302
4175,tt0116447,32686
4178,tt0031742,51802
4180,tt0091836,29492
4181,tt0096223,25447
4184,tt0039190,19490
4187,tt0057251,38805
4189,tt0059245,2428
4190,tt0053793,22013
4191,tt0060086,15598
4193,tt0113026,62127
4194,tt0037800,56137
4195,tt0066740,17965
4197,tt0079781,33250
4198,tt0080421,14460
4200,tt0101764,9594
4202,tt0068617,4986
4203,tt0102005,2453
4204,tt0085868,33676
4205,tt0100140,4587
4207,tt0100232,12773
4210,tt0091474,11454
4211,tt0100486,38718
4212,tt0077413,4192
4214,tt0088000,14052
4215,tt0093857,16889
4217,tt0118540,26580
4218,tt0091860,21309
4219,tt0089208,16263
4220,tt0071771,4985
4221,tt0102517,20704
4223,tt0215750,853
4224,tt0242445,10877
4225,tt0205873,5257
4226,tt0209144,77
4228,tt0125022,10833
4229,tt0239949,20309
4231,tt0244970,12658
4232,tt0227538,10054
4233,tt0246989,10646
4234,tt0236784,2575
4235,tt0245712,55
4236,tt0206187,65075
4237,tt0247380,44379
4238,tt0164334,2043
4239,tt0221027,4133
4240,tt0189192,56715
4241,tt0266860,10991
4242,tt0221889,15940
4243,tt0268200,26791
4246,tt0243155,634
4247,tt0245686,10956
4248,tt0236348,19366
4251,tt0221073,9519
4252,tt0255094,13898
4254,tt0231402,9290
4255,tt0240515,13166
4256,tt0240402,32590
4259,tt0211492,52654
4260,tt0199129,70282
4262,tt0086250,111
4263,tt0055895,32488
4265,tt0132245,10477
4267,tt0203755,2144
4268,tt0141907,24113
4270,tt0209163,1734
4273,tt0240913,4973
4275,tt0085811,849
4276,tt0089504,27223
4278,tt0025913,39266
4280,tt0084917,11307
4282,tt0064940,11163
4284,tt0060429,18691
4285,tt0101912,3784
4289,tt0080539,11936
4290,tt0101902,25221
4291,tt0080319,19494
4292,tt0079638,40842
4293,tt0090098,19357
4294,tt0045464,33743
4296,tt0066011,9062
4297,tt0093713,11174
4298,tt0048021,934
4299,tt0183790,9476
4300,tt0212826,37691
4304,tt0256408,14268
4305,tt0225071,5852
4306,tt0126029,808
4307,tt0206742,49453
4308,tt0203009,824
4310,tt0213149,676
4312,tt0210727,26813
4313,tt0206917,29572
4316,tt0077716,50541
4317,tt0102343,26255
4321,tt0101587,1406
4322,tt0095082,13554
4323,tt0052902,17664
4325,tt0054130,41050
4326,tt0095647,1632
4327,tt0054047,966
4329,tt0053221,301
4333,tt0094142,11896
4334,tt0244316,25538
4337,tt0060934,5923
4338,tt0041996,15497
4339,tt0059885,21876
4340,tt0255798,11090
4342,tt0212815,21056
4343,tt0251075,9397
4344,tt0244244,9705
4345,tt0254099,26475
4347,tt0234288,29937
4349,tt0065528,10364
4350,tt0116344,32458
4351,tt0102685,1089
4353,tt0086508,9967
4354,tt0105699,17494
4355,tt0092272,17465
4356,tt0045810,759
4357,tt0045891,10297
4359,tt0048605,10653
4361,tt0084805,9576
4366,tt0230011,10865
4367,tt0146316,1995
4368,tt0240462,10808
4369,tt0232500,9799
4370,tt0212720,644
4371,tt0255819,16161
4372,tt0250224,10691
4373,tt0258038,10615
4374,tt0212517,47596
4378,tt0203119,11826
4380,tt0203632,9301
4381,tt0243493,11444
4383,tt0228786,60670
4384,tt0246765,55551
4386,tt0239395,10992
4387,tt0271027,2140
4388,tt0257106,4248
4389,tt0245238,17612
4390,tt0249380,3134
4392,tt0099012,8217
4393,tt0094663,22478
4394,tt0058953,26483
4395,tt0052216,24382
4396,tt0082136,11286
4397,tt0087032,11950
4399,tt0058249,36245
4402,tt0059124,26573
4403,tt0053925,23439
4404,tt0016847,10728
4406,tt0056217,11697
4407,tt0091886,6106
4408,tt0093940,22477
4409,tt0105378,19200
4410,tt0091983,11300
4412,tt0069372,28650
4419,tt0047811,43316
4420,tt0046754,34689
4422,tt0069467,10238
4424,tt0065777,4789
4426,tt0048261,18030
4427,tt0063227,18988
4428,tt0055184,11536
4429,tt0049513,10339
4432,tt0051036,976
4433,tt0049966,69605
4434,tt0059095,65632
4436,tt0074991,4780
4437,tt0076786,11906
4438,tt0068767,11713
4439,tt0082176,9589
4440,tt0067824,12481
4441,tt0077594,13333
4442,tt0089461,13938
4443,tt0082869,10540
4444,tt0068935,9462
4445,tt0163862,82623
4446,tt0173840,2114
4447,tt0250494,8835
4448,tt0227445,11371
4449,tt0262210,78248
4450,tt0242193,9517
4451,tt0273300,25985
4452,tt0227005,15745
4453,tt0245280,24977
4454,tt0188913,36107
4458,tt0109049,13794
4459,tt0130445,13795
4462,tt0094593,38965
4463,tt0094594,47817
4464,tt0094606,31052
4465,tt0094608,10868
4466,tt0094602,9395
4467,tt0096764,14506
4470,tt0094675,2
4471,tt0094678,26044
4473,tt0094712,14911
4474,tt0094715,15592
4475,tt0094716,15267
4476,tt0094739,12710
4477,tt0094744,30502
4478,tt0094746,19382
4480,tt0094761,9599
4482,tt0094799,17170
4483,tt0094824,18509
4484,tt0094828,110428
4487,tt0094889,7520
4488,tt0094894,10126
4489,tt0094898,9602
4490,tt0094910,23752
4492,tt0090887,3980
4495,tt0094921,27397
4496,tt0094933,9748
4497,tt0094961,40095
4498,tt0094963,10651
4499,tt0095031,10141
4500,tt0092929,27362
4502,tt0095107,26386
4504,tt0095145,25884
4505,tt0095169,26355
4506,tt0095174,10675
4508,tt0095243,10130
4509,tt0095253,2617
4511,tt0095304,21362
4516,tt0095409,20443
4517,tt0095484,49365
4518,tt0095488,11347
4519,tt0095489,12144
4520,tt0095519,13704
4521,tt0095532,12505
4522,tt0095599,41963
4523,tt0095638,13482
4524,tt0095654,34014
4526,tt0095687,12120
4527,tt0095736,47818
4529,tt0095801,3543
4531,tt0095963,9604
4533,tt0089907,10925
4534,tt0095993,13965
4535,tt0084296,24266
4537,tt0096018,18197
4541,tt0096071,11503
4544,tt0096101,11966
4545,tt0091949,2605
4546,tt0096163,8740
4552,tt0096251,41428
4553,tt0096256,8337
4557,tt0096316,28176
4558,tt0096320,9493
4562,tt0096454,12582
4563,tt0096486,10001
4564,tt0096794,11352
4565,tt0088708,12500
4568,tt0096913,17882
4571,tt0096928,1648
4572,tt0096933,4105
4573,tt0096943,22711
4574,tt0096945,19124
4577,tt0097027,10142
4578,tt0097044,3064
4580,tt0097138,10134
4581,tt0097142,21291
4583,tt0097211,30352
4584,tt0097236,15142
4585,tt0097235,14550
4587,tt0097257,2210
4589,tt0085475,21721
4591,tt0097289,11828
4593,tt0097328,10551
4594,tt0097334,20713
4595,tt0097336,27461
4597,tt0097438,1380
4599,tt0097457,11465
4600,tt0097458,17190
4602,tt0097481,9085
4603,tt0097500,17819
4605,tt0097531,14776
4608,tt0097579,29185
4610,tt0097613,32059
4611,tt0097626,505
4612,tt0097635,4486
4613,tt0097637,10345
4614,tt0097659,10222
4615,tt0097714,12774
4616,tt0097722,14621
4617,tt0097731,19118
4619,tt0097758,15138
4621,tt0097778,9494
4622,tt0097790,17362
4623,tt0097815,9942
4624,tt0097858,8216
4625,tt0097883,4296
4626,tt0097889,24739
4628,tt0097965,9686
4629,tt0097967,27418
4630,tt0097987,39002
4632,tt0098051,31606
4634,tt0098073,37146
4635,tt0098097,20006
4636,tt0098141,8867
4638,tt0163025,331
4639,tt0265029,11467
4640,tt0222851,327
4641,tt0162346,1548
4642,tt0248845,13403
4643,tt0133152,869
4644,tt0237539,552
4645,tt0123948,36095
4646,tt0203540,33379
4649,tt0243655,2171
4653,tt0098194,41946
4654,tt0098206,10135
4658,tt0098253,19236
4660,tt0098261,60276
4661,tt0098273,12150
4662,tt0098282,11185
4663,tt0098308,47045
4666,tt0098343,12478
4670,tt0094035,25155
4671,tt0098725,65015
4672,tt0098436,24077
4673,tt0098439,9618
4675,tt0098471,31608
4676,tt0098519,22102
4677,tt0098536,6951
4678,tt0098546,11959
4679,tt0098554,2616
4681,tt0098621,249
4683,tt0098663,183
4686,tt0108539,8494
4687,tt0056868,26535
4688,tt0101465,41784
4689,tt0065761,27431
