Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCH30,OUT013,1245.046
NCH42,OUT013,3904.917
NCH55,OUT013,3064.0116
NCI18,OUT013,1038.648
NCI29,OUT013,2255.7304
NCI31,OUT013,942.7728
NCI54,OUT013,1583.9382
NCJ19,OUT013,1661.8368
NCJ42,OUT013,3779.0808
NCJ43,OUT013,2155.1946
NCK07,OUT013,3251.1014
NCK31,OUT013,617.8624
NCK42,OUT013,4287.752
NCL06,OUT013,2812.3392
NCL07,OUT013,645.1602
NCL17,OUT013,3844.995
NCL29,OUT013,5367.6796
NCL30,OUT013,1360.2294
NCL41,OUT013,497.3526
NCL54,OUT013,3502.108
NCL55,OUT013,2277.036
NCM05,OUT013,4207.856
NCM06,OUT013,3453.5046
NCM18,OUT013,2450.144
NCM29,OUT013,3579.3408
NCM31,OUT013,3972.8286
NCM42,OUT013,2255.7304
NCM53,OUT013,2354.2688
NCM55,OUT013,2516.724
NCN05,OUT013,1464.76
NCN14,OUT013,5022.7952
NCN29,OUT013,145.8102
NCN54,OUT013,484.7024
NCN55,OUT013,3723.8194
NCO02,OUT013,934.7832
NCO07,OUT013,1065.28
NCO17,OUT013,3342.316
NCO41,OUT013,1618.5598
NCO42,OUT013,3568.688
NCO53,OUT013,3663.2316
NCO55,OUT013,2548.6824
NCP05,OUT013,3605.307
NCP06,OUT013,2569.3222
NCP17,OUT013,1661.8368
NCP18,OUT013,3001.4264
NCP42,OUT013,1779.6834
NCP43,OUT013,3952.1888
NCP54,OUT013,3342.316
NCQ29,OUT013,1498.05
NCQ30,OUT013,1413.4934
NCQ54,OUT013,2358.2636
NCR18,OUT013,643.1628
NCR29,OUT013,322.913
NCR38,OUT013,3775.086
NCR41,OUT013,1733.0774
NCR42,OUT013,101.8674
NCS30,OUT013,3779.0808
NCS38,OUT013,2167.8448
NCS41,OUT013,2371.5796
NCS42,OUT013,535.3032
NCT18,OUT013,2876.256
NCT29,OUT013,396.8168
NCT30,OUT013,1015.345
NCT42,OUT013,3178.5292
NCT53,OUT013,3779.0808
NCU05,OUT013,1687.1372
NCU29,OUT013,4149.9314
NCU30,OUT013,2153.1972
NCU42,OUT013,2541.3586
NCU54,OUT013,3723.8194
NCV05,OUT013,3779.0808
NCV17,OUT013,2954.8204
NCV18,OUT013,3844.995
NCV42,OUT013,3779.0808
NCW05,OUT013,3644.5892
NCW06,OUT013,3952.1888
NCW30,OUT013,4402.9354
NCW41,OUT013,3961.51
NCW42,OUT013,5509.495
NCX06,OUT013,3440.8544
NCX17,OUT013,1398.18
NCX18,OUT013,2460.7968
NCX41,OUT013,3663.2316
NCX54,OUT013,529.311
NCY05,OUT013,317.5866
NCY06,OUT013,1691.7978
NCY41,OUT013,1274.3412
NCY54,OUT013,3001.4264
NCZ17,OUT013,796.9626
NCZ18,OUT013,3350.3056
NCZ54,OUT013,7148.0288
DRB01,OUT017,3628.61
DRC25,OUT017,942.7728
DRC49,OUT017,2956.152
DRD15,OUT017,3036.048
DRD25,OUT017,2942.836
DRD60,OUT017,3078.6592
DRE01,OUT017,9664.7528
DRE12,OUT017,1162.4868
DRE13,OUT017,633.8416
DRE27,OUT017,1761.7068
DRE37,OUT017,922.7988
DRF03,OUT017,527.9794
DRF15,OUT017,1225.072
DRF25,OUT017,661.8052
DRF36,OUT017,2914.8724
DRF48,OUT017,1956.1204
DRF49,OUT017,2090.612
DRF51,OUT017,275.6412
DRG01,OUT017,918.804
DRG03,OUT017,1696.4584
DRG11,OUT017,3433.5306
DRG23,OUT017,1693.7952
DRG25,OUT017,6897.688
DRG27,OUT017,371.5164
DRG36,OUT017,3968.168
DRG37,OUT017,1941.4728
DRG39,OUT017,1007.3554
DRG48,OUT017,5688.5952
DRH03,OUT017,1120.5414
DRH11,OUT017,519.324
DRH13,OUT017,1007.3554
DRH15,OUT017,2002.0606
DRH49,OUT017,743.0328
DRH51,OUT017,1300.3074
DRH59,OUT017,886.8456
DRI11,OUT017,3295.71
DRI47,OUT017,4710.535
DRI49,OUT017,1137.1864
DRJ01,OUT017,2167.179
DRJ39,OUT017,8323.8316
DRJ47,OUT017,2693.8268
DRJ59,OUT017,579.246
DRK11,OUT017,1789.6704
DRK37,OUT017,4933.578
DRK47,OUT017,4567.388
DRL11,OUT017,1874.8928
DRL23,OUT017,1747.725
DRL47,OUT017,761.6752
DRL59,OUT017,1669.8264
DRL60,OUT017,2343.616
DRM11,OUT017,3570.0196
DRM47,OUT017,4915.6014
DRM48,OUT017,491.3604
DRN35,OUT017,539.298
DRN36,OUT017,2167.179
DRP35,OUT017,1018.674
FDA02,OUT017,3295.71
FDA03,OUT017,2535.3664
FDA07,OUT017,1314.2892
FDA14,OUT017,1464.76
FDA16,OUT017,3094.6384
FDA19,OUT017,4006.7844
FDA21,OUT017,9069.5276
FDA22,OUT017,5226.53
FDA26,OUT017,3605.307
FDA36,OUT017,4006.7844
FDA37,OUT017,3731.809
FDA38,OUT017,517.9924
FDA45,OUT017,3448.844
FDA48,OUT017,5191.2426
FDA49,OUT017,1341.587
FDA51,OUT017,2579.975
FDA52,OUT017,1411.496
FDA55,OUT017,4823.721
FDA56,OUT017,1904.188
FDA57,OUT017,866.8716
FDA58,OUT017,3335.658
FDB02,OUT017,3261.7542
FDB03,OUT017,3225.801
FDB05,OUT017,1691.7978
FDB10,OUT017,3335.658
FDB12,OUT017,1272.3438
FDB14,OUT017,2982.784
FDB16,OUT017,1133.8574
FDB22,OUT017,1146.5076
FDB27,OUT017,1576.6144
FDB37,OUT017,3364.9532
FDB38,OUT017,4138.6128
FDB40,OUT017,1895.5326
FDB41,OUT017,992.7078
FDB45,OUT017,1751.054
FDB46,OUT017,4915.6014
FDB47,OUT017,4006.7844
FDB52,OUT017,3068.0064
FDB56,OUT017,4915.6014
FDB59,OUT017,1984.084
FDC02,OUT017,3644.5892
FDC04,OUT017,2416.854
FDC11,OUT017,2579.975
FDC22,OUT017,3663.2316
FDC23,OUT017,5000.8238
FDC26,OUT017,942.7728
FDC32,OUT017,1665.8316
FDC33,OUT017,2364.9216
FDC34,OUT017,3225.801
FDC35,OUT017,3663.2316
FDC37,OUT017,4621.9836
FDC38,OUT017,2516.724
FDC45,OUT017,868.869
FDC47,OUT017,6851.082
FDC53,OUT017,1442.7886
FDC56,OUT017,3731.809
FDC57,OUT017,3335.658
FDD02,OUT017,3199.8348
FDD14,OUT017,4138.6128
FDD16,OUT017,2162.5184
FDD20,OUT017,1794.331
FDD22,OUT017,3243.7776
FDD23,OUT017,4396.9432
FDD33,OUT017,5712.564
FDD36,OUT017,3295.71
FDD40,OUT017,3803.0496
FDD45,OUT017,3282.394
FDD46,OUT017,1537.998
FDD47,OUT017,3225.801
FDD48,OUT017,3731.809
FDD51,OUT017,452.744
FDD52,OUT017,1208.427
FDD58,OUT017,942.7728
FDE04,OUT017,2876.256
FDE09,OUT017,1340.2554
FDE11,OUT017,4950.8888
FDE14,OUT017,2241.0828
FDE21,OUT017,2579.975
FDE22,OUT017,2591.2936
FDE26,OUT017,4710.535
FDE28,OUT017,5770.4886
FDE29,OUT017,1029.9926
FDE35,OUT017,1312.9576
FDE38,OUT017,4138.6128
FDE39,OUT017,2241.7486
FDE45,OUT017,4656.6052
FDE50,OUT017,3225.801
FDE52,OUT017,4915.6014
FDF08,OUT017,1065.28
FDF09,OUT017,111.8544
FDF10,OUT017,3731.809
FDF20,OUT017,2822.992
FDF29,OUT017,3731.809
FDF32,OUT017,3335.658
FDF33,OUT017,2343.616
FDF38,OUT017,308.9312
FDF39,OUT017,10256.649
FDF44,OUT017,3466.1548
FDF50,OUT017,2269.0464
FDF53,OUT017,3225.801
FDF58,OUT017,1644.526
FDG04,OUT017,2535.3664
FDG05,OUT017,3075.996
FDG10,OUT017,498.0184
FDG31,OUT017,814.9392
FDG35,OUT017,4710.535
FDG44,OUT017,259.662
FDG46,OUT017,3731.809
FDG52,OUT017,703.0848
FDG60,OUT017,2878.2534
FDH05,OUT017,5226.53
FDH08,OUT017,5226.53
FDH21,OUT017,316.9208
FDH22,OUT017,1017.3424
FDH26,OUT017,1552.6456
FDH31,OUT017,1577.946
FDH32,OUT017,3731.809
FDH41,OUT017,4138.6128
FDH45,OUT017,123.8388
FDH46,OUT017,2579.975
FDH47,OUT017,1941.4728
FDH56,OUT017,1565.9616
FDI04,OUT017,2432.8332
FDI09,OUT017,4950.8888
FDI10,OUT017,5000.8238
FDI16,OUT017,767.0016
FDI19,OUT017,3961.51
FDI20,OUT017,5487.5236
FDI21,OUT017,1757.712
FDI24,OUT017,5226.53
FDI28,OUT017,792.302
FDI32,OUT017,620.5256
FDI35,OUT017,6076.0908
FDI36,OUT017,5000.8238
FDI50,OUT017,7588.1226
FDI60,OUT017,263.6568
FDJ03,OUT017,992.7078
FDJ04,OUT017,1303.6364
FDJ10,OUT017,2503.408
FDJ20,OUT017,2503.408
FDJ26,OUT017,3206.4928
FDJ32,OUT017,872.8638
FDJ36,OUT017,253.004
FDJ40,OUT017,3515.424
FDJ45,OUT017,415.4592
FDJ46,OUT017,4138.6128
FDJ50,OUT017,736.3748
FDK08,OUT017,2390.8878
FDK15,OUT017,1693.7952
FDK16,OUT017,2502.7422
FDK21,OUT017,3795.06
FDK22,OUT017,5688.5952
FDK24,OUT017,1025.9978
FDK33,OUT017,5764.4964
FDK40,OUT017,4996.829
FDK46,OUT017,4915.6014
FDK52,OUT017,4288.4178
FDK56,OUT017,3078.6592
FDK57,OUT017,9664.7528
FDK58,OUT017,3075.996
FDK60,OUT017,445.4202
FDL02,OUT017,1587.933
FDL09,OUT017,2013.3792
FDL12,OUT017,2388.2246
FDL14,OUT017,3211.8192
FDL15,OUT017,1829.6184
FDL21,OUT017,455.4072
FDL24,OUT017,3103.9596
FDL27,OUT017,774.9912
FDL28,OUT017,3579.3408
FDL33,OUT017,3075.996
FDL38,OUT017,2157.192
FDL40,OUT017,2390.8878
FDL44,OUT017,4138.6128
FDL51,OUT017,4815.0656
FDL56,OUT017,3282.394
FDL57,OUT017,5424.9384
FDM09,OUT017,2167.8448
FDM10,OUT017,3844.995
FDM14,OUT017,2930.1858
FDM16,OUT017,1655.1788
FDM22,OUT017,2388.2246
FDM27,OUT017,1794.331
FDM28,OUT017,3211.8192
FDM32,OUT017,639.168
FDM34,OUT017,2756.412
FDM38,OUT017,2388.2246
FDM39,OUT017,5712.564
FDM46,OUT017,1304.968
FDN01,OUT017,3433.5306
FDN03,OUT017,4733.838
FDN09,OUT017,6471.576
FDN15,OUT017,2097.27
FDN21,OUT017,3731.809
FDN23,OUT017,3338.3212
FDN25,OUT017,1145.176
FDN27,OUT017,2410.196
FDN31,OUT017,3731.809
FDN32,OUT017,4396.9432
FDN33,OUT017,1845.5976
FDN38,OUT017,2885.5772
FDN45,OUT017,6471.576
FDN48,OUT017,2143.876
FDN49,OUT017,568.5932
FDN50,OUT017,1201.769
FDN52,OUT017,3914.904
FDN57,OUT017,4138.6128
FDN58,OUT017,3954.852
FDO01,OUT017,2756.412
FDO03,OUT017,5243.8408
FDO09,OUT017,7685.9952
FDO11,OUT017,5153.292
FDO16,OUT017,3731.809
FDO24,OUT017,1765.7016
FDO25,OUT017,6471.576
FDO27,OUT017,1342.2528
FDO28,OUT017,2162.5184
FDO33,OUT017,3433.5306
FDO36,OUT017,4396.9432
FDO39,OUT017,5226.53
FDO44,OUT017,663.1368
FDO48,OUT017,6471.576
FDO49,OUT017,852.224
FDO51,OUT017,878.856
FDO56,OUT017,1341.587
FDO57,OUT017,1635.8706
FDO58,OUT017,3079.9908
FDP04,OUT017,886.8456
FDP07,OUT017,589.233
FDP09,OUT017,4460.1942
FDP13,OUT017,199.74
FDP15,OUT017,10256.649
FDP19,OUT017,1291.652
FDP20,OUT017,1265.02
FDP23,OUT017,4767.128
FDP27,OUT017,4563.3932
FDP34,OUT017,2775.7202
FDP40,OUT017,1823.6262
FDP44,OUT017,2503.408
FDP46,OUT017,2756.412
FDP49,OUT017,1301.639
FDP51,OUT017,3335.658
FDP58,OUT017,4380.964
FDP59,OUT017,3483.4656
FDQ03,OUT017,3555.372
FDQ04,OUT017,974.0654
FDQ07,OUT017,4767.128
FDQ09,OUT017,3282.394
FDQ10,OUT017,5345.7082
FDQ11,OUT017,5396.9748
FDQ12,OUT017,2526.711
FDQ13,OUT017,1406.1696
FDQ14,OUT017,3731.809
FDQ15,OUT017,2063.98
FDQ19,OUT017,5712.564
FDQ22,OUT017,341.5554
FDQ25,OUT017,2241.7486
FDQ27,OUT017,3335.658
FDQ31,OUT017,1341.587
FDQ32,OUT017,2535.3664
FDQ37,OUT017,6231.888
FDQ39,OUT017,1386.1956
FDQ45,OUT017,2940.1728
FDQ55,OUT017,1794.331
FDQ56,OUT017,1238.388
FDQ57,OUT017,4621.9836
FDQ58,OUT017,2756.412
FDQ59,OUT017,1845.5976
FDQ60,OUT017,2833.6448
FDR07,OUT017,1201.769
FDR09,OUT017,4138.6128
FDR11,OUT017,2503.408
FDR13,OUT017,666.4658
FDR16,OUT017,7685.9952
FDR31,OUT017,4362.3216
FDR32,OUT017,5480.8656
FDR35,OUT017,5226.53
FDR37,OUT017,5226.53
FDR40,OUT017,2153.1972
FDR43,OUT017,805.618
FDR49,OUT017,1454.1072
FDR57,OUT017,1571.288
FDR58,OUT017,2090.612
FDS03,OUT017,2002.0606
FDS08,OUT017,1821.6288
FDS21,OUT017,828.921
FDS22,OUT017,669.129
FDS24,OUT017,1682.4766
FDS31,OUT017,3755.112
FDS48,OUT017,3628.61
FDS51,OUT017,814.9392
FDS58,OUT017,2636.568
FDS59,OUT017,2966.139
FDS60,OUT017,3335.658
FDT14,OUT017,2422.1804
FDT15,OUT017,4710.535
FDT16,OUT017,8851.1452
FDT19,OUT017,4915.6014
FDT20,OUT017,703.0848
FDT22,OUT017,1029.9926
FDT23,OUT017,1395.5168
FDT24,OUT017,2153.1972
FDT26,OUT017,3910.9092
FDT27,OUT017,4915.6014
FDT33,OUT017,3335.658
FDT36,OUT017,549.9508
FDT38,OUT017,2125.2336
FDT44,OUT017,1956.1204
FDT45,OUT017,1480.0734
FDT47,OUT017,1796.3284
FDT50,OUT017,958.752
FDT51,OUT017,1677.816
FDT56,OUT017,1312.9576
FDU04,OUT017,2924.1936
FDU07,OUT017,3022.732
FDU08,OUT017,1289.6546
FDU09,OUT017,2410.196
FDU12,OUT017,7719.2852
FDU14,OUT017,5226.53
FDU16,OUT017,2388.2246
FDU23,OUT017,3383.5956
FDU31,OUT017,3395.58
FDU32,OUT017,1637.868
FDU33,OUT017,1034.6532
FDU35,OUT017,2375.5744
FDU36,OUT017,2090.612
FDU37,OUT017,2358.2636
FDU40,OUT017,4710.535
FDU43,OUT017,4767.128
FDU45,OUT017,3301.7022
FDU49,OUT017,2631.2416
FDU52,OUT017,4710.535
FDU55,OUT017,8245.2672
FDU56,OUT017,2117.244
FDU57,OUT017,4710.535
FDU58,OUT017,2796.36
FDU59,OUT017,2364.9216
FDU60,OUT017,6897.688
FDV02,OUT017,4138.6128
FDV03,OUT017,2432.8332
FDV04,OUT017,1105.228
FDV08,OUT017,498.0184
FDV11,OUT017,3691.1952
FDV13,OUT017,2579.975
FDV14,OUT017,703.0848
FDV21,OUT017,1603.9122
FDV23,OUT017,2241.0828
FDV24,OUT017,1114.5492
FDV25,OUT017,6852.4136
FDV26,OUT017,5226.53
FDV31,OUT017,715.0692
FDV33,OUT017,4649.9472
FDV34,OUT017,1211.756
FDV35,OUT017,2801.6864
FDV37,OUT017,1258.362
FDV45,OUT017,5226.53
FDV49,OUT017,3700.5164
FDV55,OUT017,1794.331
FDV56,OUT017,1450.1124
FDV58,OUT017,4815.0656
FDV59,OUT017,5366.348
FDW01,OUT017,1524.682
FDW02,OUT017,5000.8238
FDW03,OUT017,1191.782
FDW04,OUT017,3029.39
FDW08,OUT017,476.047
FDW14,OUT017,1569.9564
FDW15,OUT017,3691.1952
FDW16,OUT017,2696.49
FDW20,OUT017,4621.9836
FDW22,OUT017,5764.4964
FDW23,OUT017,1312.9576
FDW24,OUT017,587.2356
FDW25,OUT017,778.986
FDW27,OUT017,4844.3608
FDW28,OUT017,3695.19
FDW32,OUT017,515.3292
FDW36,OUT017,1395.5168
FDW40,OUT017,1139.8496
FDW47,OUT017,1030.6584
FDW55,OUT017,8245.2672
FDW58,OUT017,1693.7952
FDW60,OUT017,5000.8238
FDX01,OUT017,2930.1858
FDX02,OUT017,4950.8888
FDX03,OUT017,167.7816
FDX07,OUT017,2609.936
FDX08,OUT017,4710.535
FDX09,OUT017,4915.6014
FDX11,OUT017,4396.9432
FDX12,OUT017,3165.879
FDX13,OUT017,5764.4964
FDX15,OUT017,1925.4936
FDX16,OUT017,4710.535
FDX21,OUT017,2556.672
FDX22,OUT017,5366.348
FDX24,OUT017,2969.468
FDX27,OUT017,1086.5856
FDX28,OUT017,1693.7952
FDX34,OUT017,5688.5952
FDX38,OUT017,527.3136
FDX39,OUT017,3165.879
FDX46,OUT017,592.562
FDX51,OUT017,2348.9424
FDX56,OUT017,5375.6692
FDX59,OUT017,568.5932
FDY01,OUT017,2251.0698
FDY14,OUT017,4218.5088
FDY16,OUT017,3504.1054
FDY19,OUT017,1904.188
FDY21,OUT017,4910.275
FDY24,OUT017,1995.4026
FDY26,OUT017,2885.5772
FDY27,OUT017,3211.8192
FDY32,OUT017,3914.904
FDY34,OUT017,1837.608
FDY35,OUT017,923.4646
FDY37,OUT017,3411.5592
FDY39,OUT017,5712.564
FDY43,OUT017,673.7896
FDY44,OUT017,4815.0656
FDY47,OUT017,1557.972
FDY48,OUT017,1743.0644
FDY51,OUT017,1322.2788
FDY55,OUT017,9664.7528
FDY59,OUT017,2313.655
FDZ01,OUT017,2683.174
FDZ03,OUT017,4474.176
FDZ07,OUT017,1029.9926
FDZ10,OUT017,4006.7844
FDZ12,OUT017,4961.5416
FDZ23,OUT017,1965.4416
FDZ25,OUT017,1837.608
FDZ31,OUT017,4250.4672
FDZ32,OUT017,946.7676
FDZ34,OUT017,7685.9952
FDZ37,OUT017,410.1328
FDZ43,OUT017,3984.1472
FDZ45,OUT017,5382.993
FDZ49,OUT017,4138.6128
FDZ56,OUT017,2863.6058
FDZ59,OUT017,4915.6014
NCA18,OUT017,1341.587
NCA30,OUT017,567.2616
NCA54,OUT017,4710.535
NCB07,OUT017,6471.576
NCB18,OUT017,2093.2752
NCB30,OUT017,4761.8016
NCB55,OUT017,829.5868
NCC07,OUT017,535.3032
NCC19,OUT017,2470.118
NCC30,OUT017,1962.7784
NCC31,OUT017,1571.288
NCC42,OUT017,4006.7844
NCC54,OUT017,5243.8408
NCC55,OUT017,479.376
NCD30,OUT017,1747.725
NCD42,OUT017,1176.4686
NCD43,OUT017,1450.1124
NCE06,OUT017,1737.738
NCE18,OUT017,2914.8724
NCE19,OUT017,866.8716
NCE30,OUT017,3335.658
NCE42,OUT017,3739.1328
NCF06,OUT017,517.9924
NCF18,OUT017,3078.6592
NCF31,OUT017,1821.6288
NCF55,OUT017,388.1614
NCG06,OUT017,5688.5952
NCG07,OUT017,4396.9432
NCG18,OUT017,1761.7068
NCG19,OUT017,3335.658
NCG30,OUT017,4006.7844
NCG42,OUT017,3483.4656
NCG43,OUT017,1669.8264
NCG54,OUT017,5000.8238
NCH18,OUT017,3193.8426
NCH30,OUT017,2942.836
NCH54,OUT017,1917.504
NCI06,OUT017,4915.6014
NCI31,OUT017,1025.332
NCI42,OUT017,2277.036
NCI55,OUT017,2314.9866
NCJ18,OUT017,2133.2232
NCJ19,OUT017,1661.8368
NCJ29,OUT017,327.5736
NCJ54,OUT017,4414.9198
NCK06,OUT017,2665.8632
NCK18,OUT017,3246.4408
NCK19,OUT017,2648.5524
NCK30,OUT017,4915.6014
NCK31,OUT017,680.4476
NCL05,OUT017,872.8638
NCL06,OUT017,2878.2534
NCL07,OUT017,341.5554
NCL19,OUT017,3731.809
NCL30,OUT017,1794.331
NCM05,OUT017,4207.856
NCM18,OUT017,1796.3284
NCM19,OUT017,1794.331
NCM41,OUT017,1201.769
NCM43,OUT017,2120.573
NCM54,OUT017,1398.8458
NCM55,OUT017,3555.372
NCN07,OUT017,1118.544
NCN17,OUT017,2388.2246
NCN18,OUT017,4250.4672
NCN26,OUT017,2343.616
NCN30,OUT017,666.4658
NCN41,OUT017,1108.557
NCN42,OUT017,4138.6128
NCN43,OUT017,2407.5328
NCO06,OUT017,713.0718
NCO07,OUT017,4687.232
NCO55,OUT017,2556.672
NCP02,OUT017,814.9392
NCP17,OUT017,1661.8368
NCP41,OUT017,2063.98
NCP43,OUT017,4710.535
NCQ02,OUT017,3225.801
NCQ41,OUT017,3235.788
NCQ54,OUT017,2358.2636
NCR06,OUT017,455.4072
NCR29,OUT017,735.709
NCR30,OUT017,223.7088
NCR50,OUT017,4314.384
NCR53,OUT017,4950.8888
NCS05,OUT017,3731.809
NCS06,OUT017,2432.8332
NCS18,OUT017,3335.658
NCS38,OUT017,2167.8448
NCS41,OUT017,4621.9836
NCS54,OUT017,3705.177
NCT05,OUT017,4250.4672
NCT06,OUT017,1326.2736
NCT41,OUT017,3778.415
NCT42,OUT017,3295.71
NCU05,OUT017,942.7728
NCU29,OUT017,4767.128
NCU41,OUT017,3078.6592
NCU53,OUT017,2093.2752
NCU54,OUT017,3605.307
NCV18,OUT017,3185.853
NCV29,OUT017,4621.9836
NCV30,OUT017,1201.769
NCV54,OUT017,2603.278
NCW05,OUT017,2693.8268
NCW17,OUT017,4396.9432
NCW18,OUT017,7588.1226
NCW54,OUT017,1145.176
NCX18,OUT017,3078.6592
NCX41,OUT017,2540.6928
NCX53,OUT017,4621.9836
NCY17,OUT017,871.5322
NCY30,OUT017,4396.9432
NCY42,OUT017,4138.6128
NCY54,OUT017,4815.0656
NCZ05,OUT017,1995.4026
NCZ29,OUT017,1761.7068
NCZ53,OUT017,3803.0496
NCZ54,OUT017,4711.2008
DRA24,OUT018,1230.3984
DRB01,OUT018,1518.024
DRB13,OUT018,4442.2176
DRB24,OUT018,3605.307
DRB48,OUT018,564.5984
DRC12,OUT018,663.1368
DRC36,OUT018,4020.7662
DRC49,OUT018,4020.7662
DRD15,OUT018,3271.7412
DRD27,OUT018,1897.53
DRD49,OUT018,3675.216
DRE01,OUT018,6972.2576
DRE12,OUT018,1171.808
DRE13,OUT018,872.198
DRE25,OUT018,1771.028
DRE27,OUT018,1761.7068
DRE60,OUT018,6359.7216
DRF25,OUT018,1155.8288
DRF48,OUT018,1771.028
DRG01,OUT018,1413.4934
DRG15,OUT018,2021.3688
DRG25,OUT018,6359.7216
DRG36,OUT018,4106.6544
DRG51,OUT018,2302.3364
DRH01,OUT018,3781.744
DRH11,OUT018,346.216
DRH23,OUT018,559.272
DRH25,OUT018,615.1992
DRH36,OUT018,1149.8366
DRH37,OUT018,2375.5744
DRH39,OUT018,2741.7644
DRH51,OUT018,878.856
DRH59,OUT018,788.3072
DRI25,OUT018,856.8846
DRI59,OUT018,6359.7216
DRJ23,OUT018,2846.295
DRJ35,OUT018,463.3968
DRJ37,OUT018,3588.662
DRJ51,OUT018,4165.2448
DRJ59,OUT018,377.5086
DRK35,OUT018,1274.3412
DRK37,OUT018,6972.2576
DRK39,OUT018,2741.7644
DRK49,OUT018,527.9794
DRL01,OUT018,6359.7216
DRL23,OUT018,1393.5194
DRL35,OUT018,615.1992
DRL47,OUT018,1771.028
DRL49,OUT018,524.6504
DRL59,OUT018,1358.232
DRM35,OUT018,6042.135
DRM48,OUT018,1491.392
DRM49,OUT018,670.4606
DRN36,OUT018,644.4944
DRN59,OUT018,673.7896
DRO35,OUT018,1006.6896
DRO59,OUT018,1707.777
DRP47,OUT018,5327.0658
DRY23,OUT018,255.6672
DRZ24,OUT018,1973.4312
FDA03,OUT018,2227.101
FDA08,OUT018,1765.7016
FDA14,OUT018,1897.53
FDA19,OUT018,1398.18
FDA22,OUT018,6042.135
FDA23,OUT018,2741.7644
FDA33,OUT018,1973.4312
FDA35,OUT018,4287.752
FDA36,OUT018,4623.3152
FDA40,OUT018,527.3136
FDA46,OUT018,5327.0658
FDA48,OUT018,4500.808
FDA49,OUT018,1707.777
FDA50,OUT018,1897.53
FDA51,OUT018,639.168
FDA52,OUT018,360.8636
FDA56,OUT018,1807.647
FDA57,OUT018,1378.206
FDA58,OUT018,1324.2762
FDB04,OUT018,1171.808
FDB05,OUT018,6042.135
FDB11,OUT018,6359.7216
FDB16,OUT018,1506.0396
FDB17,OUT018,6611.394
FDB20,OUT018,467.3916
FDB22,OUT018,1230.3984
FDB26,OUT018,910.8144
FDB27,OUT018,1211.756
FDB28,OUT018,3398.2432
FDB33,OUT018,3289.052
FDB37,OUT018,3835.008
FDB39,OUT018,910.8144
FDB44,OUT018,938.778
FDB47,OUT018,2508.7344
FDB53,OUT018,5932.278
FDB57,OUT018,4693.89
FDC03,OUT018,778.986
FDC08,OUT018,2892.901
FDC10,OUT018,1758.3778
FDC28,OUT018,1771.028
FDC32,OUT018,1505.3738
FDC37,OUT018,4621.9836
FDC38,OUT018,2572.6512
FDC41,OUT018,1897.53
FDC44,OUT018,2390.8878
FDC46,OUT018,6611.394
FDC48,OUT018,2741.7644
FDC51,OUT018,2463.46
FDC52,OUT018,4623.3152
FDC60,OUT018,1897.53
FDD02,OUT018,1442.7886
FDD04,OUT018,3705.177
FDD16,OUT018,1897.53
FDD17,OUT018,6611.394
FDD26,OUT018,3781.744
FDD28,OUT018,539.298
FDD34,OUT018,1603.9122
FDD35,OUT018,2763.07
FDD38,OUT018,1528.011
FDD40,OUT018,2656.542
FDD41,OUT018,1675.1528
FDD46,OUT018,1384.1982
FDD47,OUT018,5327.0658
FDD51,OUT018,203.7348
FDD53,OUT018,1274.3412
FDD57,OUT018,1105.228
FDD59,OUT018,2255.7304
FDE02,OUT018,2741.7644
FDE05,OUT018,3427.5384
FDE09,OUT018,1413.4934
FDE17,OUT018,3588.662
FDE20,OUT018,6291.81
FDE21,OUT018,1771.028
FDE26,OUT018,3323.0078
FDE28,OUT018,6359.7216
FDE33,OUT018,1897.53
FDE35,OUT018,753.0198
FDE38,OUT018,3588.662
FDE39,OUT018,4921.5936
FDE41,OUT018,1549.3166
FDE44,OUT018,615.1992
FDE46,OUT018,2684.5056
FDE47,OUT018,1677.816
FDE50,OUT018,5069.4012
FDE52,OUT018,6291.81
FDE53,OUT018,539.298
FDE56,OUT018,1707.777
FDE57,OUT018,4442.2176
FDE58,OUT018,4442.2176
FDF14,OUT018,2956.152
FDF16,OUT018,1384.1982
FDF17,OUT018,3781.744
FDF20,OUT018,3153.2288
FDF21,OUT018,2656.542
FDF28,OUT018,2684.5056
FDF35,OUT018,535.969
FDF38,OUT018,1004.0264
FDF40,OUT018,6042.135
FDF46,OUT018,1171.808
FDF47,OUT018,360.8636
FDF50,OUT018,3781.744
FDF53,OUT018,6291.81
FDF56,OUT018,1810.976
FDF57,OUT018,3588.662
FDF58,OUT018,1897.53
FDG05,OUT018,2972.797
FDG14,OUT018,6611.394
FDG16,OUT018,2157.192
FDG22,OUT018,372.848
FDG28,OUT018,3920.2304
FDG29,OUT018,209.727
FDG31,OUT018,710.4086
FDG32,OUT018,1286.3256
FDG40,OUT018,611.2044
FDG46,OUT018,1259.6936
FDG58,OUT018,2207.127
FDG60,OUT018,6611.394
FDH08,OUT018,6042.135
FDH09,OUT018,592.562
FDH12,OUT018,1239.7196
FDH14,OUT018,1679.1476
FDH16,OUT018,283.6308
FDH17,OUT018,952.094
FDH21,OUT018,1384.1982
FDH22,OUT018,3052.0272
FDH31,OUT018,1544.656
FDH34,OUT018,6439.6176
FDH35,OUT018,1677.816
FDH41,OUT018,1755.7146
FDH44,OUT018,1765.7016
FDH46,OUT018,2255.7304
FDH47,OUT018,535.969
